sale_id,product,category,price,quantity,total,date,store,city
87.0,Milk,Dry,19.1,23,439.3,,MG,Ariana
88.0,Pasta,,30.8,11,338.8,2024-07-13,MG,Tunis
89.0,Bread,Dairy,13.8,21,289.8,2023-13-01,,Ariana
90.0,Rice,Fruits,28.4,24,681.5999999999999,2023-13-01,Monoprix,Sfax
91.0,Juice,,9.59,,,2023-05-02,Aziza,Ariana
,Milk,Dry,-0.18,27,-4.859999999999999,22/02/2022,Monoprix,Sousse
93.0,Pasta,Dairy,11.96,,,2024-09-28,,Ariana
94.0,Rice,Meat,5.26,,-100,2023-13-01,Monoprix,Sousse
,Bread,Dairy,31.75,ten,-100,,,Ariana
96.0,Pasta,,43.49,,,2022-06-11,,Sfax
97.0,Pasta,Fruits,47.2,7,330.40000000000003,2023-01-30,Aziza,Tunis
98.0,Rice,Fruits,49.85,ten,-100,2023-06-13,Carrefour,Ariana
99.0,Chicken,Meat,23.58,ten,,2024-12-06,Aziza,Sfax
100.0,Bread,Dairy,25.95,,-100,2023-13-01,Aziza,Ariana
101.0,Milk,Fruits,10.15,ten,,,MG,Sfax
102.0,Banana,Meat,-3.89,,error,2023-07-29,Monoprix,Sfax
103.0,Pasta,Meat,9.82,ten,-100,,Monoprix,Ariana
104.0,Juice,Meat,40.16,29,1164.6399999999999,,Monoprix,Tunis
105.0,Apple,Dairy,8.72,26,226.72000000000003,2023-13-01,MG,Ariana
106.0,Bread,Dairy,8.31,ten,error,,,Sousse
107.0,Banana,Dairy,10.68,21,224.28,15/03/2023,Monoprix,Sfax
108.0,Rice,,-3.9,,-100,2022-09-28,Monoprix,Sousse
109.0,Banana,Meat,18.31,,-100,01/06/2023,Aziza,Sousse
110.0,Rice,,0.63,ten,,2023-13-01,Carrefour,Ariana
111.0,Banana,Meat,42.38,ten,,21/01/2023,,Sfax
112.0,Rice,Meat,32.44,ten,error,2023-13-01,Aziza,Ariana
113.0,Apple,Meat,34.96,ten,,2023-13-01,,Sousse
114.0,Juice,Fruits,11.16,27,301.32,2023-13-01,Carrefour,Sfax
115.0,Banana,Dry,38.34,,,,Carrefour,Ariana
116.0,Bread,Dry,43.92,29,1273.68,2023-13-01,Aziza,Tunis
117.0,Eggs,Fruits,49.58,,error,2023-13-01,Monoprix,Tunis
118.0,Eggs,Meat,29.9,,error,05/03/2023,,Sfax
119.0,Bread,Fruits,28.8,,-100,,Carrefour,Tunis
120.0,Chicken,Dairy,44.06,30,1321.8000000000002,09/01/2022,Monoprix,Sousse
121.0,Bread,Dry,22.68,16,362.88,2023-13-01,MG,Ariana
122.0,Juice,Meat,18.85,,,06/01/2024,Monoprix,Ariana
123.0,Eggs,Fruits,35.37,29,1025.73,2022-09-10,Aziza,Sousse
124.0,Milk,,49.71,ten,error,2022-02-10,Aziza,Ariana
125.0,Banana,Dry,33.6,ten,-100,,Carrefour,Sousse
126.0,Eggs,Dry,40.69,ten,,2022-08-30,Carrefour,Ariana
127.0,Banana,,48.52,ten,,28/08/2023,Carrefour,Ariana
128.0,Pasta,Meat,7.9,ten,-100,,Monoprix,Tunis
,Bread,Meat,30.44,,,2023-06-25,Carrefour,Sfax
130.0,Chicken,Meat,18.43,4,73.72,20/01/2022,Monoprix,Sousse
131.0,Pasta,,9.76,,error,2023-12-03,Aziza,Ariana
132.0,Rice,Dry,38.99,7,272.93,01/05/2022,Carrefour,Ariana
133.0,Pasta,,32.31,ten,error,2024-02-17,Monoprix,Ariana
134.0,Rice,Dry,-2.47,ten,error,26/01/2022,MG,Tunis
135.0,Apple,Dry,14.02,21,294.42,24/01/2022,,Ariana
136.0,Eggs,Dairy,36.33,17,617.61,2023-11-09,,Sfax
137.0,Rice,Dry,39.94,,error,2024-06-28,Aziza,Ariana
138.0,Pasta,Dairy,0.65,23,14.950000000000001,2023-13-01,,Sfax
139.0,Pasta,Meat,14.98,0,0.0,,MG,Ariana
140.0,Apple,Dairy,13.77,ten,error,2024-12-05,Carrefour,Sfax
141.0,Rice,Dairy,8.99,9,80.91,15/03/2024,Aziza,Sfax
142.0,Bread,Dry,-2.44,,-100,29/10/2024,Aziza,Tunis
143.0,Juice,Dry,41.13,ten,-100,22/12/2022,Carrefour,Ariana
144.0,Chicken,,43.48,ten,error,,MG,Sousse
145.0,Eggs,Dry,28.14,,-100,22/03/2023,Monoprix,Sousse
146.0,Eggs,Fruits,22.71,ten,-100,,,Ariana
147.0,Juice,Meat,43.26,24,1038.24,2024-12-06,Aziza,Sfax
,Milk,Fruits,9.68,,-100,2023-05-29,MG,Sfax
,Pasta,Dairy,28.89,ten,error,2023-13-01,Carrefour,Ariana
150.0,Chicken,,-2.04,13,-26.52,2023-13-01,,Sfax
151.0,Apple,Meat,19.68,1,19.68,2022-12-22,Aziza,Tunis
152.0,Juice,Meat,2.15,13,27.95,13/08/2024,Carrefour,Sfax
153.0,Milk,,41.37,,,2023-13-01,,Sfax
154.0,Juice,Fruits,17.88,22,393.35999999999996,30/03/2023,MG,Sousse
155.0,Apple,,24.18,-3,-72.53999999999999,01/07/2024,,Sfax
156.0,Chicken,Dry,45.38,,-100,2023-06-10,,Sousse
157.0,Pasta,Dry,-2.59,,-100,2024-11-18,Monoprix,Tunis
,Apple,Dry,40.96,ten,-100,28/05/2022,Carrefour,Ariana
159.0,Bread,Dairy,-2.02,ten,error,2023-13-01,Aziza,Ariana
160.0,Rice,Meat,-4.07,ten,-100,2022-01-13,Carrefour,Sousse
161.0,Banana,,-0.24,,,,Monoprix,Sfax
162.0,Juice,Meat,47.81,,,23/01/2022,Carrefour,Tunis
163.0,Rice,,25.11,,,06/12/2023,Aziza,Sfax
164.0,Banana,Fruits,1.3,ten,,2023-13-01,Carrefour,Sousse
165.0,Pasta,Meat,14.64,12,175.68,23/05/2022,MG,Ariana
166.0,Banana,,3.38,,,2024-05-27,MG,Sfax
167.0,Rice,Meat,41.21,ten,error,,Aziza,Sousse
168.0,Bread,Fruits,30.51,,,2023-13-01,Carrefour,Tunis
169.0,Milk,,26.84,10,268.4,24/08/2024,MG,Ariana
170.0,Banana,Fruits,20.56,29,596.24,2024-03-23,Monoprix,Sfax
171.0,Eggs,Dry,3.76,ten,,2024-09-17,Monoprix,Ariana
,Chicken,Fruits,-2.65,ten,,,Aziza,Tunis
173.0,Chicken,Dairy,33.71,ten,error,24/06/2023,Aziza,Ariana
174.0,Bread,,8.84,ten,-100,2023-13-01,Aziza,Ariana
,Eggs,Dry,4.11,ten,error,10/03/2023,Monoprix,Sfax
176.0,Bread,Fruits,17.8,ten,-100,,Aziza,Sfax
177.0,Rice,Dairy,8.4,ten,,2022-11-26,,Sfax
178.0,Eggs,,47.7,ten,error,25/06/2022,Aziza,Ariana
179.0,Rice,,2.85,ten,-100,26/06/2023,MG,Ariana
180.0,Apple,Dry,16.2,3,48.599999999999994,,Monoprix,Tunis
181.0,Milk,,22.68,4,90.72,2024-09-14,Aziza,Ariana
182.0,Milk,,18.59,,error,,Monoprix,Sousse
183.0,Bread,Meat,27.91,,-100,2023-01-23,,Tunis
,Apple,Meat,17.49,3,52.47,2023-13-01,,Ariana
185.0,Banana,Dry,36.52,ten,error,2023-13-01,,Ariana
186.0,Chicken,Dry,35.47,ten,-100,03/07/2024,Carrefour,Sfax
187.0,Chicken,,28.77,0,0.0,2024-03-07,Monoprix,Ariana
188.0,Rice,Dairy,-1.48,,-100,,Aziza,Sousse
189.0,Milk,Fruits,30.22,25,755.5,2023-13-01,Monoprix,Tunis
190.0,Juice,,33.41,ten,,07/01/2024,Carrefour,Sfax
191.0,Rice,Meat,31.83,ten,-100,2023-02-15,Carrefour,Tunis
192.0,Juice,,14.15,14,198.1,,,Tunis
193.0,Rice,,0.86,ten,-100,2023-08-26,,Sousse
194.0,Banana,Dry,48.13,27,1299.51,,,Tunis
195.0,Banana,Dairy,16.05,ten,-100,,MG,Tunis
196.0,Apple,Meat,0.12,18,2.16,2023-13-01,MG,Sfax
197.0,Banana,Fruits,47.09,,,26/04/2023,MG,Sfax
198.0,Apple,,14.58,3,43.74,2022-06-10,,Tunis
199.0,Chicken,,12.35,,-100,2023-13-01,Aziza,Sfax
200.0,Juice,Dry,21.31,ten,-100,17/03/2024,Aziza,Tunis
201.0,Chicken,Dairy,-4.35,,,2023-13-01,,Sousse
202.0,Apple,Meat,20.92,,-100,,Monoprix,Ariana
203.0,Chicken,Dry,10.38,ten,-100,2022-09-26,MG,Sfax
204.0,Rice,Fruits,3.02,,-100,,Aziza,Sfax
205.0,Chicken,Dry,11.5,,error,2022-07-22,Monoprix,Sousse
206.0,Bread,Dry,35.95,,,2023-13-01,Carrefour,Ariana
207.0,Apple,,26.67,,error,,Aziza,Tunis
208.0,Pasta,Fruits,42.75,,,2024-04-08,Monoprix,Sousse
209.0,Banana,Meat,28.3,,,,Aziza,Sfax
210.0,Eggs,Fruits,31.41,2,62.82,2022-12-08,Carrefour,Tunis
211.0,Pasta,,-2.04,ten,,2023-13-01,,Sfax
212.0,Rice,Meat,7.61,,-100,26/09/2022,Carrefour,Tunis
213.0,Chicken,Dry,20.7,ten,-100,04/10/2022,,Ariana
214.0,Rice,,30.19,,error,2024-09-13,Aziza,Sousse
215.0,Eggs,Meat,-4.42,30,-132.6,,,Tunis
216.0,Pasta,Dry,11.48,,-100,2023-13-01,Monoprix,Ariana
217.0,Apple,Fruits,34.32,,-100,2023-03-28,Aziza,Sfax
218.0,Banana,Meat,30.67,,,21/05/2022,Monoprix,Sousse
219.0,Pasta,Meat,33.53,28,938.84,09/02/2022,Carrefour,Tunis
220.0,Bread,Meat,9.81,ten,error,2022-01-17,Monoprix,Tunis
221.0,Rice,Meat,38.21,,,2023-13-01,Carrefour,Sfax
222.0,Rice,Dairy,24.88,8,199.04,2023-05-28,Carrefour,Sfax
223.0,Pasta,Fruits,35.57,-1,-35.57,12/07/2022,Aziza,Ariana
224.0,Banana,Meat,3.72,ten,,2023-13-01,Aziza,Sousse
225.0,Milk,Fruits,48.53,ten,-100,2024-06-08,Monoprix,Sousse
226.0,Apple,Dairy,48.29,ten,error,2022-11-14,Monoprix,Sfax
,Chicken,Dairy,-1.71,ten,-100,,Monoprix,Sousse
228.0,Chicken,Dry,35.33,ten,error,04/01/2024,MG,Tunis
229.0,Juice,Meat,24.85,28,695.8000000000001,2023-13-01,Aziza,Sousse
230.0,Juice,Fruits,-1.21,,-100,2023-13-01,Aziza,Tunis
231.0,Eggs,Dairy,29.09,ten,,2023-05-05,,Ariana
232.0,Pasta,,3.48,,,2024-04-19,Carrefour,Tunis
233.0,Eggs,Fruits,43.04,9,387.36,2024-09-21,Carrefour,Ariana
234.0,Juice,,33.57,13,436.41,2024-01-21,Carrefour,Sfax
235.0,Bread,Dry,39.06,,-100,2024-05-01,,Sousse
,Bread,Meat,-0.71,ten,,27/07/2022,,Ariana
237.0,Apple,,29.39,ten,,2023-13-01,Aziza,Ariana
238.0,Eggs,,17.09,ten,-100,,MG,Sousse
239.0,Chicken,Meat,17.68,ten,error,08/05/2023,Aziza,Sousse
240.0,Pasta,Dry,-4.99,,error,26/11/2024,MG,Tunis
241.0,Apple,Meat,-3.81,ten,error,2024-11-13,Carrefour,Ariana
242.0,Banana,Meat,43.93,12,527.16,2023-06-09,,Ariana
243.0,Apple,Dairy,34.8,27,939.5999999999999,2023-13-01,Carrefour,Ariana
,Milk,Meat,14.14,,error,2022-09-04,Aziza,Tunis
245.0,Chicken,,26.07,ten,-100,2023-03-29,Aziza,Ariana
246.0,Bread,Fruits,18.76,22,412.72,2022-09-28,Aziza,Tunis
247.0,Banana,Dairy,16.92,ten,error,,,Sfax
248.0,Apple,,28.88,30,866.4,2023-13-01,Aziza,Sousse
249.0,Bread,Dairy,31.95,,error,2023-13-01,MG,Tunis
87.0,Milk,Dry,19.1,23,439.3,,MG,Ariana
235.0,Bread,Dry,39.06,,-100,2024-05-01,,Sousse
157.0,Pasta,Dry,-2.59,,-100,2024-11-18,Monoprix,Tunis
37.0,Bread,Dry,42.59,4,170.36,,Monoprix,Sfax
,Bread,Meat,30.44,,,2023-06-25,Carrefour,Sfax
191.0,Rice,Meat,31.83,ten,-100,2023-02-15,Carrefour,Tunis
187.0,Chicken,,28.77,0,0.0,2024-03-07,Monoprix,Ariana
,Rice,Dry,2.65,16,42.4,,Aziza,Tunis
160.0,Rice,Meat,-4.07,ten,-100,2022-01-13,Carrefour,Sousse
203.0,Chicken,Dry,10.38,ten,-100,2022-09-26,MG,Sfax
57.0,Banana,Dairy,37.43,,error,2024-05-29,MG,Tunis
21.0,Pasta,,17.04,ten,,2023-13-01,,Tunis
235.0,Bread,Dry,39.06,,-100,2024-05-01,,Sousse
88.0,Pasta,,30.8,11,338.8,2024-07-13,MG,Tunis
48.0,Eggs,Dry,14.32,ten,,,Monoprix,Tunis
218.0,Banana,Meat,30.67,,,21/05/2022,Monoprix,Sousse
58.0,Chicken,Dairy,22.48,,,2022-11-19,,Tunis
169.0,Milk,,26.84,10,268.4,24/08/2024,MG,Ariana
219.0,Pasta,Meat,33.53,28,938.84,09/02/2022,Carrefour,Tunis
187.0,Chicken,,28.77,0,0.0,2024-03-07,Monoprix,Ariana
207.0,Apple,,26.67,,error,,Aziza,Tunis
14.0,Chicken,Dry,-4.32,,,13/05/2023,Aziza,Sfax
189.0,Milk,Fruits,30.22,25,755.5,2023-13-01,Monoprix,Tunis
189.0,Milk,Fruits,30.22,25,755.5,2023-13-01,Monoprix,Tunis
174.0,Bread,,8.84,ten,-100,2023-13-01,Aziza,Ariana
